check_date,month,store_serial,store_name,checklist_number,check_category,report_score,module_id,module_cn,severity,deduction_value,label,matched_clause,match_method,check_items,issue_description,anomaly
2026-02-18,2026-02,US00004,Wall Street,CK-2026-1005,Store food safety self-check,83,11,工作场所安全,L,-1,Workplace Safety,11.1.1,text_match,Workplace safety procedures are posted and employees are trained,Employee health certificate expired last month,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,2,员工健康与个人卫生,G,-2,Employees' Health,2.3.1,text_match,Employees wear clean uniforms and proper hair restraints,Handwashing station missing soap dispenser refill,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,2,员工健康与个人卫生,O,0,Employees' Health,2.3.1,text_match,Employees wear clean uniforms and proper hair restraints,Chemical storage bottles not properly labeled with contents,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,4,交叉污染防控,G,-2,Storage/Maintenance of Utensils,4.1.2,text_match,Cutting boards and utensils is designated for specific food types,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,5,清洁卫生,O,0,Trash Cans,5.4.2,text_match,(L) Trash cans are emptied regularly and lids are in working condition,Grease trap cleaning overdue per maintenance schedule,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,6,产品与有效期管理,L,-1,Food,6.1.2,text_match,Temperature logs is completed and recorded at required intervals,Employee health certificate expired last month,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,6,产品与有效期管理,G,-2,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.1,text_match,Temperature monitoring devices is installed in all refrigerators and freezers,Food items stored directly on floor in dry storage room,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,9,虫害防控,L,-1,No pests enter,9.1.1,text_match,Pest control service contract is current ,No air gap found in plumbing connection under three-compartment sink,False
2026-02-22,2026-02,US00007,Penn Station,CK-2026-1009,Store food safety self-check,95,11,工作场所安全,L,-1,Workplace Safety,11.1.1,text_match,Workplace safety procedures are posted and employees are trained,Grease trap cleaning overdue per maintenance schedule,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,4,交叉污染防控,O,0,Avoidance of Falling Foreign Objects,4.2.1,text_match,Materials is stored in designated locations according to specification,Operating license not displayed in customer visible area,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,5,清洁卫生,G,-2,Equipment and Food Processing Utensils,5.2.1,text_match,Equipment and food processing utensils is cleaned after each use,Chemical storage bottles not properly labeled with contents,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,6,产品与有效期管理,G,-2,Storage and Inventory Transfer of Food,6.4.1,text_match,(G) Unqualified goods are segregated and properly documented is verified,Cutting board has deep grooves and needs replacement,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,6,产品与有效期管理,G,-2,Product Storage Conditions,6.1.2,text_match,(G) Temperature logs are completed and recorded at required intervals,Food storage containers not labeled with preparation date,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,9,虫害防控,L,-1,No pests enter,9.2.1,text_match,(L) No signs of insect or rodent activity observed during inspection is verified,Temperature log not completed for main refrigerator today,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,10,饮用水与管道系统,O,0,Water Filtration Device,10.2.2,text_match,"Grease traps, residue traps and sewer lines are cleaned regularly",Gloves not worn during food preparation observed,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,11,工作场所安全,G,-2,Workplace Safety,11.1.1,text_match,(L) Workplace safety procedures are posted and employees are trained,Personal items found in food preparation area,False
2026-02-23,2026-02,US00002,Herald Square,CK-2026-1002,Area food safety Check,91,12,门店稽核管理,L,-1,Requirements,12.2.1,text_match,Corrective action records are maintained for all identified issues is verified,Cutting board has deep grooves and needs replacement,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,1,证照文件记录,G,-2,License Documents,1.2.2,text_match,(L) License renewal dates are tracked and updated before expiration,Handwashing station missing soap dispenser refill,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,2,员工健康与个人卫生,G,-2,Employees' Health,2.1.2,text_match,Employee health screening records ,Chemical storage bottles not properly labeled with contents,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,2,员工健康与个人卫生,L,-1,Personal Hygiene,2.1.1,text_match,All food handlers have valid health certificates on file,Freezer temperature reading above -18C acceptable range,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,3,供应商管理,L,-1,Approved Goods,3.1.1,text_match,All food supplies is from approved suppliers on the vendor list,Pest trap behind counter not checked in 30+ days,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,4,交叉污染防控,G,-2,Storage/Maintenance of Utensils,4.2.2,text_match,(G) Utensils are properly stored and maintained to prevent contamination,"Ice machine leaking water, needs repair by maintenance team",False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,4,交叉污染防控,L,-1,Material Storage Location Specification,4.2.1,text_match,Materials are stored in designated locations according to specification,Light fixture cover cracked in food prep area,False
2026-02-24,2026-02,US00009,Columbus Circle,CK-2026-1013,Store food safety audit,92,7,设备设施维护,M,-5,Lights,7.1.2,text_match,Facility structures is inspected and maintained in good condition,Water filter replacement is overdue by two weeks,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,1,证照文件记录,L,-1,License Documents,1.1.2,text_match,Business registration certificate is cu,Food items stored directly on floor in dry storage room,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,2,员工健康与个人卫生,L,-1,Personal Hygiene,2.2.1,text_match,Staff demonstrate proper handwashing technique and frequency,Mold observed on ceiling tiles near ventilation duct,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,2,员工健康与个人卫生,M,-5,Handwashing Standards,2.2.2,text_match,Handwashing station is fully stocked with soap and paper towels,Light fixture cover cracked in food prep area,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,3,供应商管理,O,0,Approved Goods,3.2.1,text_match,Incoming goods are inspected and documented upon delivery is verified,Light fixture cover cracked in food prep area,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,4,交叉污染防控,L,-1,Storage/Maintenance of Utensils,4.3.1,text_match,Measures is in place to avoid falling foreign objects into food,No air gap found in plumbing connection under three-compartment sink,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,5,清洁卫生,L,-1,Customer Area,5.1.1,text_match,(L) Cleaning and disinfection procedures are followed according to schedule,Food items stored directly on floor in dry storage room,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,6,产品与有效期管理,O,0,Food,6.3.2,text_match,(L) Food preparation follows standard operating specifications,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,7,设备设施维护,O,0,Equipment Inspection and Maintenance,7.1.1,text_match,(G) Equipment is inspected regularly and maintenance records are kept,Pest trap behind counter not checked in 30+ days,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,8,化学品管理,O,0,Chemical Mark/Storage,8.1.1,text_match,All chemicals is properly labeled and stored in designated area,Pest trap behind counter not checked in 30+ days,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,text_match,Chemical storage area is separate from food preparation and storage areas is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-01,2026-03,US00009,Columbus Circle,CK-2026-1026,Store food safety self-check,86,12,门店稽核管理,G,-2,Requirements,12.1.1,text_match,Store audit management procedures and checklists is followed,Water filter replacement is overdue by two weeks,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,1,证照文件记录,L,-1,Licenses and certificates,1.3.1,text_match,(L) (G) Government inspection records are maintained on file,Freezer temperature reading above -18C acceptable range,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,3,供应商管理,G,-2,Approved Goods,3.1.2,text_match,Supplier certifications and quality do,Employee health certificate expired last month,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,4,交叉污染防控,L,-1,Storage/Maintenance of Utensils,4.1.2,text_match,(L) Cutting boards and utensils are designated for specific food types,Operating license not displayed in customer visible area,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,5,清洁卫生,S,-5,Equipment and Food Processing Utensils,5.1.2,text_match,Cleaning schedule is posted and si,Food items stored directly on floor in dry storage room,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,5,清洁卫生,G,-2,Food Processing Area,5.3.2,text_match,"Floors, walls and ceilings in food areas is clean and in good repair",Raw chicken stored above ready-to-eat items in refrigerator,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,5,清洁卫生,O,0,Equipment and Food Processing Utensils,5.2.2,text_match,"Operation stands, shelves, cabinets and water sinks is clean and orderly",Handwashing station missing soap dispenser refill,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,6,产品与有效期管理,L,-1,Operating Specifications,6.3.1,text_match,Expiration dates are checked daily and expired items are removed,Temperature log not completed for main refrigerator today,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,6,产品与有效期管理,G,-2,Operating Specifications,6.3.1,text_match,(L) Expiration dates are checked daily and expired items are removed,Cutting board has deep grooves and needs replacement,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,8,化学品管理,O,0,Chemical Mark/Storage,8.1.2,text_match,(L) Chemical storage area is separate from food preparation and storage areas,Grease trap cleaning overdue per maintenance schedule,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,10,饮用水与管道系统,G,-2,Grease traps&Residue traps&Sewer lines,10.3.1,text_match,(G) Proper air gaps are maintained in plu,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,10,饮用水与管道系统,G,-2,Potable Water Supply is Adequate,10.1.2,text_match,Potable water supply is adequate for al,Operating license not displayed in customer visible area,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,10,饮用水与管道系统,L,-1,Water Filtration Device,10.1.1,text_match,(L) (L) Water filtration device is installed and filter is changed on schedule,Light fixture cover cracked in food prep area,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,12,门店稽核管理,L,-1,Requirements,12.1.1,text_match,(L) Store audit management procedures and checklists are followed,Grease trap cleaning overdue per maintenance schedule,False
2026-03-02,2026-03,US00004,Wall Street,CK-2026-1019,Area food safety Check,74,12,门店稽核管理,L,-1,Requirements,12.2.1,text_match,(L) Corrective action records are maintained for all identified issues,Grease trap cleaning overdue per maintenance schedule,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,1,证照文件记录,L,-1,Government inspection,1.2.2,text_match,License renewal dates are tracked and upd,Mold observed on ceiling tiles near ventilation duct,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,1,证照文件记录,L,-1,Licenses and certificates,1.1.2,text_match,Business registration certificate is current and accessible,Trash can lid broken and does not close properly,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,1,证照文件记录,O,0,Licenses and certificates,1.2.1,text_match,(L) All required government permits are posted in customer-visible area,Food item past expiration date found in cold storage area,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,2,员工健康与个人卫生,G,-2,Handwashing Standards,2.1.2,text_match,(G) Employee health screening records ,"Floor not clean under the sink area, standing water observed",False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,2,员工健康与个人卫生,L,-1,Personal certificate,2.3.3,text_match,Blue bandages is available and used for any cuts or wounds,Chemical storage bottles not properly labeled with contents,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,2,员工健康与个人卫生,L,-1,Personal certificate,2.3.2,text_match,(G) Disposable gloves are used during food preparation and changed between tasks,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,2,员工健康与个人卫生,L,-1,Handwashing Standards,2.3.2,text_match,Disposable gloves are used during food preparation and changed between tasks,Food storage containers not labeled with preparation date,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,5,清洁卫生,G,-2,Trash Cans,5.2.1,text_match,(G) Equipment and food processing utensils are cleaned after each use,Food storage containers not labeled with preparation date,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,5,清洁卫生,G,-2,Food Processing Area,5.2.1,text_match,Equipment and food processing utensils are cleaned after each use,Water filter replacement is overdue by two weeks,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,6,产品与有效期管理,L,-1,Operating Specifications,6.2.2,text_match,(L) Food items are stored using FIFO method with proper date labels,"Floor not clean under the sink area, standing water observed",False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,10,饮用水与管道系统,M,-5,Potable Water Supply is Adequate,10.2.1,text_match,Water sinks and pipes is in good condition without leaks,Operating license not displayed in customer visible area,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,12,门店稽核管理,O,0,Requirements,12.1.1,text_match,Store audit management procedures and ch,Food item past expiration date found in cold storage area,False
2026-03-04,2026-03,US00005,Midtown East,CK-2026-1020,Store food safety self-check,74,12,门店稽核管理,L,-1,Requirements,12.1.2,text_match,(L) Previous audit findings have been addre,Cutting board has deep grooves and needs replacement,False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,1,证照文件记录,M,-5,Licenses and certificates,1.2.1,text_match,All required government permits are posted in customer-visible area,Personal items found in food preparation area,False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,2,员工健康与个人卫生,L,-1,Disposable Gloves and Blue Bandages,2.3.2,text_match,(L) Disposable gloves are used during food preparation and changed between tasks,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,5,清洁卫生,O,0,Trash Cans,5.2.1,text_match,(G) Equipment and food processing utensils are cleaned after each use,Pest trap behind counter not checked in 30+ days,False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,5,清洁卫生,M,-5,Trash Cans,5.4.1,text_match,Customer area tables and seating is clean and well-maintained,Water filter replacement is overdue by two weeks,False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,5,清洁卫生,L,-1,Customer Area,5.1.1,text_match,(G) Cleaning and disinfection procedures are followed according to schedule,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,6,产品与有效期管理,L,-1,Product Storage Conditions,6.2.1,text_match,(L) Product storage conditions meet specification requirements,Temperature log not completed for main refrigerator today,False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,7,设备设施维护,G,-2,Lights,7.2.1,text_match,Lighting fixtures in food preparation areas are protected and functional is verified,Personal items found in food preparation area,False
2026-03-06,2026-03,US00009,Columbus Circle,CK-2026-1027,Store food safety self-check,92,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,text_match,Chemical storage area is separate from food preparation and storage areas is verified,Chemical storage bottles not properly labeled with contents,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,1,证照文件记录,G,-2,Government inspection,1.1.2,text_match,(L) Business registration certificate is current and accessible,Light fixture cover cracked in food prep area,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,2,员工健康与个人卫生,O,0,Personal Hygiene,2.3.3,text_match,Blue bandages are available and used for any cuts or wounds is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,4,交叉污染防控,O,0,Material Storage Location Specification,4.1.2,text_match,(L) Cutting boards and utensils are designated for specific food types,Handwashing station missing soap dispenser refill,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,4,交叉污染防控,G,-2,Avoidance of Falling Foreign Objects,4.1.1,text_match,Raw and cooked food items are stored separately t,Water filter replacement is overdue by two weeks,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,5,清洁卫生,G,-2,Customer Area,5.2.2,text_match,"Operation stands, shelves, cabinets and water sinks are clean and orderly is verified",Food storage containers not labeled with preparation date,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,6,产品与有效期管理,G,-2,Expiration Date,6.1.1,text_match,Temperature monitoring devices are installed in a,Grease trap cleaning overdue per maintenance schedule,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,6,产品与有效期管理,G,-2,Expiration Date,6.3.1,text_match,Expiration dates are checked daily and expired items are removed is verified,Water filter replacement is overdue by two weeks,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.1,text_match,All chemicals is properly labeled and stored in designated area,Cutting board has deep grooves and needs replacement,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,8,化学品管理,O,0,Chemical Mark/Storage,8.2.1,text_match,(G) MSDS sheets are available for all chemicals used on premises,Personal items found in food preparation area,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,10,饮用水与管道系统,L,-1,Water Filtration Device,10.1.2,text_match,(L) Potable water supply is adequate for all operational needs,Employee health certificate expired last month,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,11,工作场所安全,L,-1,Workplace Safety,11.2.1,text_match,(L) Fire extinguisher is inspected and within service date is verified,Pest trap behind counter not checked in 30+ days,False
2026-03-08,2026-03,US00003,Bryant Park,CK-2026-1017,Area food safety Check,78,12,门店稽核管理,O,0,Requirements,12.1.1,text_match,Store audit management procedures and checklists are followed is verified,"Floor not clean under the sink area, standing water observed",False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,1,证照文件记录,G,-2,Licenses and certificates,1.2.2,text_match,License renewal dates are tracked and upd,Temperature log not completed for main refrigerator today,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,2,员工健康与个人卫生,L,-1,Employees' Health,2.2.1,text_match,Staff demonstrate proper handwashing technique and frequency,Water filter replacement is overdue by two weeks,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,3,供应商管理,G,-2,Approved Goods,3.1.2,text_match,Supplier certifications and quality do,Light fixture cover cracked in food prep area,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,4,交叉污染防控,O,0,Cross Contamination,4.2.2,text_match,(L) Utensils are properly stored and maintained to prevent contamination,Employee health certificate expired last month,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,4,交叉污染防控,L,-1,Cross Contamination,4.2.2,text_match,Utensils are properly stored and maintained ,Grease trap cleaning overdue per maintenance schedule,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,6,产品与有效期管理,O,0,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.2,text_match,Temperature logs is completed and recorded at required intervals,,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,6,产品与有效期管理,L,-1,Operating Specifications,6.1.2,text_match,Temperature logs are completed and recorded at required intervals is verified,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,6,产品与有效期管理,G,-2,Food,6.4.1,text_match,(G) Unqualified goods are segregated and properly documented,Trash can lid broken and does not close properly,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,7,设备设施维护,L,-1,Equipment Inspection and Maintenance,7.1.1,text_match,Equipment is inspected regularly and maint,"Floor not clean under the sink area, standing water observed",False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,10,饮用水与管道系统,O,0,Potable Water Supply is Adequate,10.2.2,text_match,"(G) Grease traps, residue traps and sewer lines are cleaned regularly",Food item past expiration date found in cold storage area,False
2026-03-11,2026-03,US00001,Times Square,CK-2026-1015,Store food safety audit,73,12,门店稽核管理,O,0,Requirements,12.1.2,text_match,Previous audit findings have been addressed and documented,Food storage containers not labeled with preparation date,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,3,供应商管理,M,-5,Approved Goods,3.1.2,text_match,Supplier certifications and quality documents are on file,Cutting board has deep grooves and needs replacement,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,3,供应商管理,G,-2,Approved Goods,3.1.1,text_match,All food supplies are from approved suppli,Food items stored directly on floor in dry storage room,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,4,交叉污染防控,O,0,Material Storage Location Specification,4.2.1,text_match,Materials are stored in designated locations according to specification is verified,Operating license not displayed in customer visible area,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,5,清洁卫生,O,0,Equipment and Food Processing Utensils,5.4.1,text_match,Customer area tables and seating are clean and well-maintained is verified,Pest trap behind counter not checked in 30+ days,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,6,产品与有效期管理,G,-2,Product Storage Conditions,6.1.1,text_match,Temperature monitoring devices are installed in all refrigerators and freezers is verified,Freezer temperature reading above -18C acceptable range,False
