check_date,month,store_serial,store_name,checklist_number,check_category,report_score,module_id,module_cn,severity,deduction_value,label,matched_clause,match_method,check_items,issue_description,anomaly
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,9,虫害防控,L,-1,Insect Pest Control Facilities & Suppliers,9.1.2,text_match,(G) Pest control facilities including traps are properly maintained,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,10,饮用水与管道系统,O,0,Grease traps&Residue traps&Sewer lines,10.2.1,text_match,(L) Water sinks and pipes are in good condition without leaks,Light fixture cover cracked in food prep area,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,10,饮用水与管道系统,G,-2,Water Filtration Device,10.1.1,text_match,(G) (L) Water filtration device is installed and filter is changed on schedule,Food items stored directly on floor in dry storage room,False
2026-03-11,2026-03,US00010,Union Square,CK-2026-1028,Area food safety Check,73,12,门店稽核管理,M,-5,Requirements,12.2.1,text_match,(L) Corrective action records are maintained for all identified issues,Employee health certificate expired last month,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,2,员工健康与个人卫生,L,-1,Disposable Gloves and Blue Bandages,2.3.3,text_match,Blue bandages is available and used for any cuts or wounds,Handwashing station missing soap dispenser refill,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,2,员工健康与个人卫生,O,0,Employees' Health,2.3.2,text_match,Disposable gloves are used during food preparation and changed between tasks is verified,Temperature log not completed for main refrigerator today,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,2,员工健康与个人卫生,O,0,Employees' Health,2.2.2,text_match,Handwashing station is fully stocked with soap and paper towels is verified,Operating license not displayed in customer visible area,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,3,供应商管理,O,0,Approved Goods,3.1.1,text_match,(G) All food supplies are from approved suppliers on the vendor list,Cutting board has deep grooves and needs replacement,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,4,交叉污染防控,L,-1,Material Storage Location Specification,4.2.1,text_match,Materials are stored in designated locations according to specification,Mold observed on ceiling tiles near ventilation duct,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.1.1,text_match,(L) Cleaning and disinfection procedures are foll,Cutting board has deep grooves and needs replacement,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,5,清洁卫生,O,0,"Operation Stand, Shelf, Cabinet and Water Sink",5.1.2,text_match,Cleaning schedule is posted and signed off daily,Gloves not worn during food preparation observed,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,5,清洁卫生,O,0,Trash Cans,5.2.2,text_match,"(G) Operation stands, shelves, cabinets and water sinks are clean and orderly",Handwashing station missing soap dispenser refill,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,5,清洁卫生,L,-1,Trash Cans,5.4.2,text_match,(L) Trash cans are emptied regularly and lids are in working condition is verified,Trash can lid broken and does not close properly,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,5,清洁卫生,L,-1,Food Processing Area,5.2.1,text_match,Equipment and food processing utensils are cleaned after each use,Food storage containers not labeled with preparation date,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,5,清洁卫生,L,-1,Trash Cans,5.3.1,text_match,Food processing area is maintained in clean and sanitary condition,Operating license not displayed in customer visible area,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,6,产品与有效期管理,L,-1,Unqualified Goods,6.1.1,text_match,Temperature monitoring devices are installed in all refrigerators and freezers,Cutting board has deep grooves and needs replacement,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,9,虫害防控,G,-2,Insect Pest Control Facilities & Suppliers,9.2.2,text_match,All entry points are sealed to prevent pests from entering,Temperature log not completed for main refrigerator today,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,9,虫害防控,L,-1,Insect Pest Control Facilities & Suppliers,9.1.1,text_match,(L) (G) Pest control service contract is current with licensed provider,Grease trap cleaning overdue per maintenance schedule,False
2026-03-12,2026-03,US00008,JFK Terminal 1,CK-2026-1025,Store food safety self-check,96,10,饮用水与管道系统,G,-2,Potable Water Supply is Adequate,10.1.2,text_match,(L) Potable water supply is adequate for all operational needs,Light fixture cover cracked in food prep area,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,1,证照文件记录,L,-1,License Documents,1.2.1,text_match,All required government permits is posted in customer-visible area,Mold observed on ceiling tiles near ventilation duct,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,1,证照文件记录,G,-2,License Documents,1.3.1,text_match,(G) Government inspection records are maintained on file,Trash can lid broken and does not close properly,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,1,证照文件记录,O,0,Licenses and certificates,1.1.2,text_match,(G) Business registration certificate is current and accessible,Operating license not displayed in customer visible area,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,2,员工健康与个人卫生,L,-1,Personal Hygiene,2.3.2,text_match,Disposable gloves are used during food preparation and changed between tasks,Employee health certificate expired last month,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,5,清洁卫生,L,-1,Procedures for Cleaning and Disinfection,5.4.2,text_match,Trash cans is emptied regularly and lids is in working condition,Water filter replacement is overdue by two weeks,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,5,清洁卫生,G,-2,Food Processing Area,5.2.2,text_match,"Operation stands, shelves, cabinets and water sinks are clean and orderly is verified",Chemical storage bottles not properly labeled with contents,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,6,产品与有效期管理,L,-1,Food,6.3.2,text_match,Food preparation follows standard operating specifications,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.2.1,text_match,Lighting fixtures in food preparation areas are protected and functional,"Floor not clean under the sink area, standing water observed",False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.1,text_match,All chemicals are properly labeled and stored in designated area is verified,Handwashing station missing soap dispenser refill,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,10,饮用水与管道系统,O,0,Grease traps&Residue traps&Sewer lines,10.3.1,text_match,(L) Proper air gaps are maintained in plumbing connections,No air gap found in plumbing connection under three-compartment sink,False
2026-03-19,2026-03,US00002,Herald Square,CK-2026-1016,Area food safety Check,97,12,门店稽核管理,L,-1,Requirements,12.1.1,text_match,(G) Store audit management procedures and checklists are followed,Temperature log not completed for main refrigerator today,False
2026-03-20,2026-03,US00001,Times Square,CK-2026-9999,US Store Food Safety Audit,-192,12,门店稽核管理,O,0,Requirements,fallback,label_fallback,Full audit comprehensive check,,True
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,1,证照文件记录,L,-1,Licenses and certificates,1.3.1,text_match,Government inspection records is maintained on file,Personal items found in food preparation area,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,2,员工健康与个人卫生,G,-2,Personal certificate,2.1.2,text_match,(G) Employee health screening records is up to date,Grease trap cleaning overdue per maintenance schedule,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,5,清洁卫生,L,-1,Food Processing Area,5.3.1,text_match,(G) Food processing area is maintained in clean and sanitary condition,Cutting board has deep grooves and needs replacement,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.1.2,text_match,(G) (G) Cleaning schedule is posted and signed off daily,Mold observed on ceiling tiles near ventilation duct,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,6,产品与有效期管理,M,-5,Food,6.1.2,text_match,(M) Temperature logs are completed and recorded at required intervals,Handwashing station missing soap dispenser refill,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,6,产品与有效期管理,L,-1,Operating Specifications,6.1.1,text_match,Temperature monitoring devices are installed in a,Water filter replacement is overdue by two weeks,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,6,产品与有效期管理,G,-2,Expiration Date,6.3.1,text_match,Expiration dates are checked daily and expired items are removed,Trash can lid broken and does not close properly,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,7,设备设施维护,G,-2,Equipment Inspection and Maintenance,7.2.2,text_match,(G) Refrigeration equipment is functioning within proper temperature ranges,Water filter replacement is overdue by two weeks,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,8,化学品管理,G,-2,Chemical Mark/Storage,8.2.1,text_match,(G) MSDS sheets is available for all chemicals used on premises,Grease trap cleaning overdue per maintenance schedule,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,text_match,(G) Chemical storage area is separate from food preparation and storage areas,Water filter replacement is overdue by two weeks,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.1,text_match,(L) All chemicals are properly labeled and stored in designated area,Personal items found in food preparation area,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,text_match,(G) MSDS sheets are available for all chemicals used on premises,Grease trap cleaning overdue per maintenance schedule,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,text_match,MSDS sheets are available for all chemicals used on premises is verified,Gloves not worn during food preparation observed,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,text_match,MSDS sheets are available for all chemicals used on premises is verified,Food storage containers not labeled with preparation date,False
2026-03-20,2026-03,US00007,Penn Station,CK-2026-1022,Store food safety self-check,94,10,饮用水与管道系统,G,-2,Potable Water Supply is Adequate,10.2.2,text_match,"(G) Grease traps, residue traps and sewer lines are cleaned regularly is verified",Water filter replacement is overdue by two weeks,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,2,员工健康与个人卫生,G,-2,Handwashing Standards,2.2.2,text_match,(L) Handwashing station is fully stocked with soap and paper towels,Freezer temperature reading above -18C acceptable range,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,2,员工健康与个人卫生,L,-1,Personal certificate,2.2.2,text_match,Handwashing station is fully stocked with soap and paper towels,"Floor not clean under the sink area, standing water observed",False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,2,员工健康与个人卫生,O,0,Disposable Gloves and Blue Bandages,2.3.1,text_match,Employees wear clean uniforms and proper hair restraints,Grease trap cleaning overdue per maintenance schedule,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,4,交叉污染防控,G,-2,Avoidance of Falling Foreign Objects,4.3.1,text_match,Measures are in place to avoid falling foreign objects into food is verified,Water filter replacement is overdue by two weeks,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.3.1,text_match,(G) Food processing area is maintained in clean and sanitary condition,Cutting board has deep grooves and needs replacement,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,5,清洁卫生,M,-5,Equipment and Food Processing Utensils,5.1.2,text_match,Cleaning schedule is posted and signed off daily is verified,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,6,产品与有效期管理,L,-1,Operating Specifications,6.1.1,text_match,(L) (G) Temperature monitoring devices are installed in all refrigerators and freezers,Employee health certificate expired last month,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,9,虫害防控,G,-2,No pests enter,9.2.2,text_match,(G) All entry points are sealed to prevent pests from entering,No air gap found in plumbing connection under three-compartment sink,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,10,饮用水与管道系统,L,-1,Potable Water Supply is Adequate,10.2.2,text_match,"Grease traps, residue traps and sewer line",Freezer temperature reading above -18C acceptable range,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,10,饮用水与管道系统,L,-1,Potable Water Supply is Adequate,10.2.1,text_match,(L) (L) Water sinks and pipes are in good condition without leaks,Pest trap behind counter not checked in 30+ days,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,10,饮用水与管道系统,G,-2,Water Filtration Device,10.2.2,text_match,"(G) Grease traps, residue traps and sewer lines are cleaned regularly is verified",Cutting board has deep grooves and needs replacement,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,11,工作场所安全,L,-1,Workplace Safety,11.1.1,text_match,Workplace safety procedures is posted and employees is trained,Employee health certificate expired last month,False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,11,工作场所安全,O,0,Workplace Safety,11.2.1,text_match,Fire extinguisher is inspected and wi,"Floor not clean under the sink area, standing water observed",False
2026-03-22,2026-03,US00007,Penn Station,CK-2026-1023,Store food safety self-check,94,12,门店稽核管理,L,-1,Requirements,12.2.1,text_match,Corrective action records are maintained for all identified issues,Employee health certificate expired last month,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,1,证照文件记录,O,0,License Documents,1.1.2,text_match,Business registration certificate is current and accessible is verified,,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,5,清洁卫生,L,-1,Procedures for Cleaning and Disinfection,5.1.1,text_match,(L) Cleaning and disinfection procedures are followed according to schedule,Gloves not worn during food preparation observed,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,5,清洁卫生,O,0,Procedures for Cleaning and Disinfection,5.4.2,text_match,(L) Trash cans are emptied regularly and lids are in working condition,Personal items found in food preparation area,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,5,清洁卫生,L,-1,Trash Cans,5.4.2,text_match,(L) (L) Trash cans are emptied regularly and lids are in working condition,Gloves not worn during food preparation observed,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,5,清洁卫生,O,0,Procedures for Cleaning and Disinfection,5.2.2,text_match,"(L) Operation stands, shelves, cabinets and water sinks are clean and orderly",Food storage containers not labeled with preparation date,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,5,清洁卫生,L,-1,Equipment and Food Processing Utensils,5.1.2,text_match,Cleaning schedule is posted and signed off daily,Pest trap behind counter not checked in 30+ days,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,6,产品与有效期管理,L,-1,Storage and Inventory Transfer of Food,6.4.1,text_match,(L) Unqualified goods are segregated and properly documented is verified,Temperature log not completed for main refrigerator today,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,7,设备设施维护,G,-2,Facility Inspection and Maintenance,7.2.1,text_match,Lighting fixtures in food preparation areas ar,Employee health certificate expired last month,False
2026-03-25,2026-03,US00006,28th & 6th,CK-2026-1021,Store food safety audit,78,10,饮用水与管道系统,L,-1,Water Filtration Device,10.2.2,text_match,"(L) (G) Grease traps, residue traps and sewer lines are cleaned regularly","Ice machine leaking water, needs repair by maintenance team",False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,1,证照文件记录,G,-2,Government inspection,1.1.2,text_match,(L) Business registration certificate is current and accessible,Personal items found in food preparation area,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,1,证照文件记录,L,-1,License Documents,1.1.2,text_match,(G) Business registration certificate is current and accessible,Food storage containers not labeled with preparation date,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,2,员工健康与个人卫生,L,-1,Handwashing Standards,2.2.2,text_match,Handwashing station is fully stocked with soap and paper towels is verified,Trash can lid broken and does not close properly,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,2,员工健康与个人卫生,G,-2,Disposable Gloves and Blue Bandages,2.3.3,text_match,Blue bandages are available and used fo,Mold observed on ceiling tiles near ventilation duct,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,4,交叉污染防控,O,0,Material Storage Location Specification,4.1.1,text_match,Raw and cooked food items are stored separately t,Pest trap behind counter not checked in 30+ days,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,5,清洁卫生,M,-5,Trash Cans,5.3.2,text_match,"Floors, walls and ceilings in food areas are clean and in good repair",Light fixture cover cracked in food prep area,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,5,清洁卫生,O,0,Equipment and Food Processing Utensils,5.1.1,text_match,(L) Cleaning and disinfection procedures are followed according to schedule,Personal items found in food preparation area,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,5,清洁卫生,L,-1,Trash Cans,5.1.2,text_match,Cleaning schedule is posted and si,Food item past expiration date found in cold storage area,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,5,清洁卫生,G,-2,"Operation Stand, Shelf, Cabinet and Water Sink",5.2.2,text_match,"Operation stands, shelves, cabinets and water sinks is clean and orderly",Cutting board has deep grooves and needs replacement,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,6,产品与有效期管理,L,-1,Food,6.3.2,text_match,Food preparation follows standard operating specifications is verified,Freezer temperature reading above -18C acceptable range,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,6,产品与有效期管理,L,-1,Product Storage Conditions,6.2.1,text_match,(L) Product storage conditions meet specifi,Mold observed on ceiling tiles near ventilation duct,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,6,产品与有效期管理,O,0,Unqualified Goods,6.3.1,text_match,Expiration dates are checked daily and exp,,False
2026-03-25,2026-03,US00010,Union Square,CK-2026-1029,Store food safety audit,89,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,text_match,(L) MSDS sheets are available for all chemic,Water filter replacement is overdue by two weeks,False
2026-03-27,2026-03,US00008,JFK Terminal 1,CK-2026-1024,Store food safety self-check,87,1,证照文件记录,L,-1,Government inspection,1.3.1,text_match,Government inspection records are ma,Light fixture cover cracked in food prep area,False
2026-03-27,2026-03,US00008,JFK Terminal 1,CK-2026-1024,Store food safety self-check,87,1,证照文件记录,O,0,Government inspection,1.2.1,text_match,(L) All required government permits are posted in customer-visible area,Food item past expiration date found in cold storage area,False
2026-03-27,2026-03,US00008,JFK Terminal 1,CK-2026-1024,Store food safety self-check,87,4,交叉污染防控,L,-1,Avoidance of Falling Foreign Objects,4.1.1,text_match,Raw and cooked food items are stored separately to prevent cross contamination is verified,Operating license not displayed in customer visible area,False
2026-03-27,2026-03,US00008,JFK Terminal 1,CK-2026-1024,Store food safety self-check,87,5,清洁卫生,G,-2,Procedures for Cleaning and Disinfection,5.2.1,text_match,(G) Equipment and food processing utensils are cleaned after each use,Trash can lid broken and does not close properly,False
2026-03-27,2026-03,US00008,JFK Terminal 1,CK-2026-1024,Store food safety self-check,87,8,化学品管理,G,-2,Chemical Mark/Storage,8.1.2,text_match,(G) Chemical storage area is separate from food preparation and storage areas,Operating license not displayed in customer visible area,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,1,证照文件记录,G,-2,License Documents,1.1.1,text_match,Store has valid food service license pr,Mold observed on ceiling tiles near ventilation duct,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,1,证照文件记录,G,-2,Government inspection,1.2.1,text_match,(G) All required government permits are posted in customer-visible area,Operating license not displayed in customer visible area,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,2,员工健康与个人卫生,O,0,Employees' Health,2.2.1,text_match,Staff demonstrate proper handwashing technique and frequency is verified,Gloves not worn during food preparation observed,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,2,员工健康与个人卫生,O,0,Personal certificate,2.1.2,text_match,Employee health screening records ,Temperature log not completed for main refrigerator today,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,3,供应商管理,L,-1,Approved Goods,3.2.1,text_match,Incoming goods are inspected and documented upon delivery,Employee health certificate expired last month,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,4,交叉污染防控,O,0,Avoidance of Falling Foreign Objects,4.1.2,text_match,Cutting boards and utensils is designated for specific food types,Mold observed on ceiling tiles near ventilation duct,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,5,清洁卫生,M,-5,Procedures for Cleaning and Disinfection,5.4.1,text_match,Customer area tables and seating are clean and well-maintained is verified,Light fixture cover cracked in food prep area,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,5,清洁卫生,O,0,"Operation Stand, Shelf, Cabinet and Water Sink",5.3.2,text_match,"Floors, walls and ceilings in food areas are clean and in good repair is verified",Handwashing station missing soap dispenser refill,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,6,产品与有效期管理,O,0,Expiration Date,6.1.2,text_match,Temperature logs is completed and recorded at required intervals,Personal items found in food preparation area,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,8,化学品管理,O,0,Chemical Mark/Storage,8.2.1,text_match,MSDS sheets is available for all chemicals used on premises,Cutting board has deep grooves and needs replacement,False
2026-03-28,2026-03,US00003,Bryant Park,CK-2026-1018,Area food safety Check,72,10,饮用水与管道系统,L,-1,Grease traps&Residue traps&Sewer lines,10.1.2,text_match,(L) Potable water supply is adequate for all operational needs,Raw chicken stored above ready-to-eat items in refrigerator,False
